host	time	method	url	response	bytes
ip55.van2.pacifier.com	807258039	GET	/ksc.html	200	7280
ix-wh3-26.ix.netcom.com	807258040	GET	/shuttle/countdown/count70.gif	304	0
137.132.246.148	807258042	GET	/images/	200	17688
www-b2.proxy.aol.com	807258043	GET	/images/launch-logo.gif	200	1713
www-b2.proxy.aol.com	807258043	GET	/history/apollo/images/apollo-logo1.gif	200	1173
www-b2.proxy.aol.com	807258043	GET	/images/KSC-logosmall.gif	200	1204
ip55.van2.pacifier.com	807258043	GET	/images/ksclogo-medium.gif	200	5866
ip55.van2.pacifier.com	807258044	GET	/images/NASA-logosmall.gif	200	786
ip55.van2.pacifier.com	807258045	GET	/images/MOSAIC-logosmall.gif	200	363
ip55.van2.pacifier.com	807258047	GET	/images/USA-logosmall.gif	200	234
ix-wh3-26.ix.netcom.com	807258049	GET	/images/NASA-logosmall.gif	304	0
ix-wh3-26.ix.netcom.com	807258049	GET	/images/KSC-logosmall.gif	304	0
ip55.van2.pacifier.com	807258051	GET	/images/WORLD-logosmall.gif	200	669
193.84.66.147	807258051	GET	/elv/ATLAS_CENTAUR/goess.jpg	200	1306
beglinger.dial-up.bdt.com	807258055	GET	/shuttle/missions/sts-72/mission-sts-72.html	200	3804
beglinger.dial-up.bdt.com	807258057	GET	/shuttle/missions/sts-72/sts-72-patch-small.gif	200	4179
nit1.mains.nitech.ac.jp	807258057	GET	/shuttle/missions/sts-71/mission-sts-71.html	200	13450
beglinger.dial-up.bdt.com	807258058	GET	/history/apollo/images/apollo-logo1.gif	200	1173
beglinger.dial-up.bdt.com	807258058	GET	/images/KSC-logosmall.gif	200	1204
beglinger.dial-up.bdt.com	807258058	GET	/images/launch-logo.gif	200	1713
nit1.mains.nitech.ac.jp	807258062	GET	/shuttle/missions/sts-71/sts-71-patch-small.gif	304	0
nit1.mains.nitech.ac.jp	807258062	GET	/images/launch-logo.gif	304	0
nit1.mains.nitech.ac.jp	807258062	GET	/images/KSC-logosmall.gif	304	0
nit1.mains.nitech.ac.jp	807258062	GET	/history/apollo/images/apollo-logo1.gif	304	0
137.132.246.148	807258064	GET	/icons/blank.xbm	304	0
137.132.246.148	807258064	GET	/icons/menu.xbm	304	0
137.132.246.148	807258064	GET	/icons/image.xbm	200	509
193.84.66.147	807258067	GET	/elv/DELTA/dsolidss.jpg	200	1629
www-b2.proxy.aol.com	807258071	GET	/shuttle/resources/orbiters/endeavour.html	200	6168
193.84.66.147	807258071	GET	/elv/DELTA/del181s.gif	200	3225
137.132.246.148	807258075	GET	/icons/unknown.xbm	304	0
193.84.66.147	807258077	GET	/elv/DELTA/rosats.jpg	200	1639
www-b2.proxy.aol.com	807258082	GET	/shuttle/resources/orbiters/endeavour-logo.gif	200	5052
www-b2.proxy.aol.com	807258082	GET	/images/ksclogosmall.gif	200	3635
www-b2.proxy.aol.com	807258082	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932
sanantonio-1-5.i-link.net	807258083	GET	/images/KSC-logosmall.gif	304	0
193.84.66.147	807258085	GET	/elv/DELTA/euves.jpg	200	1521
engei.engei-hs.oyama.tochigi.jp	807258087	GET	/images/launch.gif	200	240458
137.132.246.148	807258088	GET	/icons/image.xbm	304	0
pc-heh.icl.dk	807258089	GET	/cgi-bin/imagemap/countdown70?349,285	302	98
pc-heh.icl.dk	807258090	GET	/shuttle/countdown/liftoff.html	200	5220
nit1.mains.nitech.ac.jp	807258093	GET	/shuttle/missions/sts-71/sts-71-day-01-highlights.html	200	2764
137.132.246.148	807258098	GET	/icons/image.xbm	304	0
193.84.66.147	807258099	GET	/elv/SCOUT/radcals.jpg	200	1809
nit1.mains.nitech.ac.jp	807258099	GET	/shuttle/missions/sts-71/news/sts-71-mcc-01.txt	200	1712
beglinger.dial-up.bdt.com	807258101	GET	/shuttle/missions/sts-72/sts-72-info.html	200	1428
pc-heh.icl.dk	807258103	GET	/shuttle/countdown/video/livevideo2.gif	200	71319
193.84.66.147	807258106	GET	/elv/endball.gif	200	306
193.84.66.147	807258107	GET	/elv/hot.gif	200	1007
beglinger.dial-up.bdt.com	807258108	GET	/shuttle/missions/sts-72/sounds/	200	378
beglinger.dial-up.bdt.com	807258109	GET	/icons/blank.xbm	200	509
beglinger.dial-up.bdt.com	807258109	GET	/icons/menu.xbm	200	527
193.84.66.147	807258111	GET	/elv/PEGASUS/minpeg1.gif	200	1055
beglinger.dial-up.bdt.com	807258114	GET	/shuttle/missions/sts-72/	200	1596
beglinger.dial-up.bdt.com	807258115	GET	/icons/text.xbm	200	527
beglinger.dial-up.bdt.com	807258115	GET	/icons/image.xbm	200	509
193.84.66.147	807258115	GET	/elv/SCOUT/scout.gif	200	1165
pc-heh.icl.dk	807258120	GET	/shuttle/countdown/video/livevideo.jpeg	200	36581
beglinger.dial-up.bdt.com	807258121	GET	/shuttle/missions/sts-72/sounds/	200	378
193.84.66.147	807258123	GET	/elv/DELTA/delta.gif	200	2244
www-b2.proxy.aol.com	807258127	GET	/facilities/lc39a.html	200	7008
193.84.66.147	807258129	GET	/elv/ATLAS_CENTAUR/atlas.gif	200	2286
193.84.66.147	807258132	GET	/elv/TITAN/titan.gif	200	3530
pc-heh.icl.dk	807258133	GET	/htbin/cdt_clock.pl	200	543
ip55.van2.pacifier.com	807258136	GET	/facts/facts.html	200	4722
193.84.66.147	807258137	GET	/elv/struct.gif	200	1318
ip55.van2.pacifier.com	807258139	GET	/images/faq.gif	200	263
www-b2.proxy.aol.com	807258139	GET	/images/lc39a-logo.gif	200	13116
www-b2.proxy.aol.com	807258140	GET	/images/kscmap-tiny.gif	200	2537
sanantonio-1-5.i-link.net	807258141	GET	/history/gemini/gemini.html	200	2522
van10275.direct.ca	807258142	GET	/	200	7280
beglinger.dial-up.bdt.com	807258143	GET	/shuttle/missions/sts-62/sounds/	200	378
sanantonio-1-5.i-link.net	807258143	GET	/images/gemini-logo.gif	200	4452
sanantonio-1-5.i-link.net	807258143	GET	/images/ksclogosmall.gif	200	3635
sanantonio-1-5.i-link.net	807258143	GET	/history/apollo/images/apollo-logo.gif	200	3047
193.84.66.147	807258145	GET	/elv/SCOUT/radcals.jpg	200	1809
beglinger.dial-up.bdt.com	807258147	GET	/shuttle/missions/sts-62/	200	4591
193.84.66.147	807258155	GET	/elv/SCOUT/s_216s.jpg	200	1633
beglinger.dial-up.bdt.com	807258156	GET	/shuttle/missions/sts-62/sts-62-info.html	200	1430
beglinger.dial-up.bdt.com	807258157	GET	/shuttle/missions/sts-62/sts-62-patch-small.gif	200	14385
ip55.van2.pacifier.com	807258159	GET	/facts/faq12.html	200	19547
pc-heh.icl.dk	807258159	GET	/shuttle/resources/orbiters/discovery.html	200	6849
pc-heh.icl.dk	807258160	GET	/shuttle/resources/orbiters/discovery-logo.gif	200	4179
pc-heh.icl.dk	807258161	GET	/images/ksclogosmall.gif	200	3635
pc-heh.icl.dk	807258161	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932
193.84.66.147	807258161	GET	/elv/struct.gif	200	1318
pc-heh.icl.dk	807258172	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224
pc-heh.icl.dk	807258179	GET	/images/launch-logo.gif	200	1713
pc-heh.icl.dk	807258179	GET	/history/apollo/images/apollo-logo1.gif	200	1173
ad12-024.compuserve.com	807258187	GET	/	200	7280
van10275.direct.ca	807258192	GET	/images/ksclogo-medium.gif	200	5866
ad12-024.compuserve.com	807258198	GET	/images/ksclogo-medium.gif	200	5866
van10275.direct.ca	807258202	GET	/images/NASA-logosmall.gif	200	786
van10275.direct.ca	807258206	GET	/images/MOSAIC-logosmall.gif	200	363
ad12-024.compuserve.com	807258208	GET	/images/NASA-logosmall.gif	200	786
van10275.direct.ca	807258208	GET	/images/USA-logosmall.gif	200	234
van10275.direct.ca	807258212	GET	/images/WORLD-logosmall.gif	200	669
ad12-024.compuserve.com	807258212	GET	/images/MOSAIC-logosmall.gif	200	363
ad12-024.compuserve.com	807258215	GET	/images/USA-logosmall.gif	200	234
ad12-024.compuserve.com	807258217	GET	/images/WORLD-logosmall.gif	200	669
dialup21.brussels.eunet.be	807258249	GET	/shuttle/technology/sts-newsref/sts_asm.html	200	71654
dialup21.brussels.eunet.be	807258253	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	200	28219
dialup21.brussels.eunet.be	807258254	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902
violin-05.synapse.net	807258275	GET	/shuttle/movies/TDRSopen.mpg	200	401595
dialup21.brussels.eunet.be	807258276	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	200	55666
dialup21.brussels.eunet.be	807258277	GET	/images/KSC-logosmall.gif	304	0
dialup21.brussels.eunet.be	807258283	GET	/images/shuttle-patch-logo.gif	200	891
van10275.direct.ca	807258283	GET	/shuttle/missions/sts-69/mission-sts-69.html	200	10566
sanantonio-1-5.i-link.net	807258294	GET	/history/gemini/movies/gemini-launch.mpg	200	104987
ppp135.callamer.com	807258298	GET	/shuttle/technology/images/sts_body_2-small.gif	200	30067
van10275.direct.ca	807258299	GET	/shuttle/missions/sts-69/sts-69-patch-small.gif	200	8083
198.76.200.3	807258299	GET	/shuttle/missions/missions.html	200	8677
mfyip.ct.creaf.com	807258319	GET	/history/apollo/apollo-13/apollo-13.html	200	18556
mfyip.ct.creaf.com	807258322	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859
van10275.direct.ca	807258322	GET	/images/KSC-logosmall.gif	200	1204
van10275.direct.ca	807258325	GET	/images/launch-logo.gif	200	1713
van10275.direct.ca	807258328	GET	/history/apollo/images/apollo-logo1.gif	200	1173
mfyip.ct.creaf.com	807258329	GET	/images/ksclogosmall.gif	200	3635
mfyip.ct.creaf.com	807258329	GET	/history/apollo/images/footprint-logo.gif	200	4209
ppp135.callamer.com	807258340	GET	/shuttle/technology/images/aft_fuselage_2-small.gif	200	45632
glim.stanford.edu	807258357	GET	/shuttle/missions/61-c/61-c-patch-small.gif	200	11963
198.76.200.3	807258361	GET	/shuttle/countdown/liftoff.html	200	5220
glim.stanford.edu	807258362	GET	/shuttle/missions/61-c/sounds/	200	372
glim.stanford.edu	807258362	GET	/icons/blank.xbm	200	509
glim.stanford.edu	807258362	GET	/icons/menu.xbm	200	527
glim.stanford.edu	807258365	GET	/shuttle/missions/61-c/	200	1574
glim.stanford.edu	807258366	GET	/icons/text.xbm	200	527
glim.stanford.edu	807258366	GET	/icons/image.xbm	200	509
glim.stanford.edu	807258369	GET	/shuttle/missions/61-c/61-c-info.html	200	1387
glim.stanford.edu	807258372	GET	/shuttle/missions/61-c/movies/	200	372
glim.stanford.edu	807258379	GET	/shuttle/missions/61-c/docs/	200	368
198.76.200.3	807258382	GET	/htbin/cdt_clock.pl	200	543
glim.stanford.edu	807258386	GET	/shuttle/missions/61-c/news/	200	368
glim.stanford.edu	807258389	GET	/shuttle/missions/61-c/mission-61-c.html	200	8337
glim.stanford.edu	807258390	GET	/images/KSC-logosmall.gif	200	1204
glim.stanford.edu	807258390	GET	/images/launch-logo.gif	200	1713
glim.stanford.edu	807258391	GET	/history/apollo/images/apollo-logo1.gif	200	1173
glim.stanford.edu	807258393	GET	/shuttle/resources/orbiters/columbia.html	200	6922
glim.stanford.edu	807258393	GET	/shuttle/resources/orbiters/columbia-logo.gif	200	11417
glim.stanford.edu	807258394	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932
glim.stanford.edu	807258394	GET	/images/ksclogosmall.gif	200	3635
sl01.chrysalis.org	807258394	GET	/htbin/cdt_main.pl	200	3714
sl01.chrysalis.org	807258399	GET	/shuttle/countdown/images/countclock.gif	200	13994
dialup21.brussels.eunet.be	807258412	GET	/shuttle/technology/sts-newsref/sts_asm.html	304	0
dialup21.brussels.eunet.be	807258417	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	304	0
dialup21.brussels.eunet.be	807258417	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	304	0
dialup21.brussels.eunet.be	807258417	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	304	0
dialup21.brussels.eunet.be	807258418	GET	/images/KSC-logosmall.gif	304	0
dialup21.brussels.eunet.be	807258422	GET	/images/shuttle-patch-logo.gif	304	0
dialup21.brussels.eunet.be	807258439	GET	/shuttle/technology/sts-newsref/srb.html	200	49553
van10275.direct.ca	807258442	GET	/shuttle/missions/sts-70/o-ring-problem.gif	200	16197
ix-pl1-08.ix.netcom.com	807258442	GET	/	304	0
ix-pl1-08.ix.netcom.com	807258444	GET	/images/ksclogo-medium.gif	304	0
ix-pl1-08.ix.netcom.com	807258444	GET	/images/NASA-logosmall.gif	304	0
ix-pl1-08.ix.netcom.com	807258444	GET	/images/WORLD-logosmall.gif	304	0
ix-pl1-08.ix.netcom.com	807258444	GET	/images/USA-logosmall.gif	304	0
sl01.chrysalis.org	807258444	GET	/images/NASA-logosmall.gif	200	786
dialup21.brussels.eunet.be	807258446	GET	/shuttle/technology/images/srb_16-small.gif	200	42732
ix-pl1-08.ix.netcom.com	807258454	GET	/elv/elvpage.htm	200	7775
ix-pl1-08.ix.netcom.com	807258456	GET	/elv/endball.gif	304	0
ix-pl1-08.ix.netcom.com	807258457	GET	/elv/hot.gif	304	0
ix-pl1-08.ix.netcom.com	807258458	GET	/elv/elvhead3.gif	304	0
ix-pl1-08.ix.netcom.com	807258458	GET	/elv/PEGASUS/minpeg1.gif	304	0
ix-pl1-08.ix.netcom.com	807258459	GET	/elv/SCOUT/scout.gif	304	0
ix-pl1-08.ix.netcom.com	807258459	GET	/elv/DELTA/delta.gif	304	0
ix-pl1-08.ix.netcom.com	807258459	GET	/elv/ATLAS_CENTAUR/atlas.gif	304	0
ix-pl1-08.ix.netcom.com	807258460	GET	/elv/TITAN/titan.gif	304	0
ix-pl1-08.ix.netcom.com	807258460	GET	/elv/struct.gif	304	0
ix-pl1-08.ix.netcom.com	807258461	GET	/images/KSC-logosmall.gif	304	0
se.eorc.nasda.go.jp	807258462	GET	/	200	7280
se.eorc.nasda.go.jp	807258464	GET	/images/ksclogo-medium.gif	200	5866
se.eorc.nasda.go.jp	807258466	GET	/images/NASA-logosmall.gif	200	786
se.eorc.nasda.go.jp	807258467	GET	/images/MOSAIC-logosmall.gif	200	363
se.eorc.nasda.go.jp	807258467	GET	/images/USA-logosmall.gif	200	234
se.eorc.nasda.go.jp	807258470	GET	/images/WORLD-logosmall.gif	200	669
ad12-024.compuserve.com	807258479	GET	/shuttle/missions/sts-66/mission-sts-66.html	200	106496
ix-pl1-08.ix.netcom.com	807258489	GET	/elv/uplink.htm	200	1374
ix-pl1-08.ix.netcom.com	807258490	GET	/elv/elvhead2.gif	304	0
193.84.66.147	807258502	GET	/ksc.html	200	7280
dialup21.brussels.eunet.be	807258502	GET	/shuttle/technology/sts-newsref/srb.html	304	0
dialup21.brussels.eunet.be	807258504	GET	/shuttle/technology/images/srb_16-small.gif	304	0
ix-pl1-08.ix.netcom.com	807258507	GET	/elv/elvpage.htm	304	0
dialup21.brussels.eunet.be	807258509	GET	/images/KSC-logosmall.gif	304	0
dialup21.brussels.eunet.be	807258509	GET	/images/shuttle-patch-logo.gif	304	0
se.eorc.nasda.go.jp	807258511	GET	/shuttle/missions/missions.html	200	8677
se.eorc.nasda.go.jp	807258513	GET	/images/launchmedium.gif	200	11853
se.eorc.nasda.go.jp	807258514	GET	/images/KSC-logosmall.gif	200	1204
se.eorc.nasda.go.jp	807258531	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224
se.eorc.nasda.go.jp	807258533	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978
se.eorc.nasda.go.jp	807258538	GET	/images/launch-logo.gif	200	1713
se.eorc.nasda.go.jp	807258538	GET	/history/apollo/images/apollo-logo1.gif	200	1173
dialup21.brussels.eunet.be	807258539	GET	/shuttle/technology/sts-newsref/et.html	200	20327
dialup21.brussels.eunet.be	807258543	GET	/shuttle/technology/images/et_1-small.gif	200	35624
slip26.ts-caps.caps.maine.edu	807258544	HEAD	/software/winvn/winvn.html	200	0
dialup21.brussels.eunet.be	807258545	GET	/shuttle/technology/images/et-lox_1-small.gif	200	36098
sl01.chrysalis.org	807258546	GET	/shuttle/countdown/count.html	200	73231
ppp135.callamer.com	807258547	GET	/shuttle/technology/images/sts_body_2.jpg	200	185825
www-d4.proxy.aol.com	807258553	GET	/images/	200	17688
ix-pl1-08.ix.netcom.com	807258555	GET	/elv/whnew.htm	200	3993
www-d4.proxy.aol.com	807258573	GET	/icons/menu.xbm	200	527
www-d4.proxy.aol.com	807258573	GET	/icons/blank.xbm	200	509
www-d4.proxy.aol.com	807258575	GET	/icons/image.xbm	200	509
ix-pl1-08.ix.netcom.com	807258576	GET	/elv/uplink.htm	304	0
se.eorc.nasda.go.jp	807258579	GET	/shuttle/missions/sts-65/sts-65-patch-small.gif	200	11757
www-d4.proxy.aol.com	807258582	GET	/icons/unknown.xbm	200	515
dialup21.brussels.eunet.be	807258590	GET	/shuttle/technology/images/et-intertank_1-small.gif	200	79791
ix-pl1-08.ix.netcom.com	807258591	GET	/images/MOSAIC-logosmall.gif	304	0
ncg-72.axionet.com	807258594	GET	/shuttle/missions/sts-53/movies/sts-53-launch.mpg	200	1269716
se.eorc.nasda.go.jp	807258596	GET	/shuttle/missions/sts-65/mission-sts-65.html	200	131163
mage.ho.bom.gov.au	807258607	GET	/elv/elvpage.htm	304	0
sl01.chrysalis.org	807258607	GET	/shuttle/countdown/countdown.html	200	4324
193.84.66.147	807258610	GET	/ksc.html	200	7280
193.84.66.147	807258617	GET	/images/ksclogo-medium.gif	200	5866
193.84.66.147	807258623	GET	/facts/about_ksc.html	200	3977
mage.ho.bom.gov.au	807258628	GET	/elv/elvhead3.gif	304	0
mage.ho.bom.gov.au	807258628	GET	/elv/endball.gif	304	0
mage.ho.bom.gov.au	807258628	GET	/elv/hot.gif	304	0
mage.ho.bom.gov.au	807258629	GET	/elv/PEGASUS/minpeg1.gif	304	0
mage.ho.bom.gov.au	807258629	GET	/elv/SCOUT/scout.gif	304	0
193.84.66.147	807258633	GET	/images/launchpalms-small.gif	200	11473
mage.ho.bom.gov.au	807258633	GET	/elv/TITAN/titan.gif	304	0
mage.ho.bom.gov.au	807258633	GET	/elv/ATLAS_CENTAUR/atlas.gif	304	0
mage.ho.bom.gov.au	807258633	GET	/elv/DELTA/delta.gif	304	0
mage.ho.bom.gov.au	807258634	GET	/elv/struct.gif	304	0
se.eorc.nasda.go.jp	807258634	GET	/ksc.html	200	7280
mage.ho.bom.gov.au	807258636	GET	/images/NASA-logosmall.gif	304	0
mage.ho.bom.gov.au	807258637	GET	/images/KSC-logosmall.gif	304	0
www-d4.proxy.aol.com	807258643	GET	/	200	7280
van10275.direct.ca	807258650	GET	/shuttle/technology/sts-newsref/sts_asm.html	200	71654
mage.ho.bom.gov.au	807258651	GET	/elv/uplink.htm	304	0
se.eorc.nasda.go.jp	807258652	GET	/shuttle/missions/sts-71/images/images.html	200	8529
www-d4.proxy.aol.com	807258654	GET	/images/MOSAIC-logosmall.gif	200	363
www-d4.proxy.aol.com	807258654	GET	/images/USA-logosmall.gif	200	234
mage.ho.bom.gov.au	807258657	GET	/elv/elvhead2.gif	304	0
www-d4.proxy.aol.com	807258672	GET	/images/WORLD-logosmall.gif	200	669
dialup21.brussels.eunet.be	807258682	GET	/shuttle/technology/sts-newsref/et.html	304	0
se.eorc.nasda.go.jp	807258683	GET	/shuttle/missions/sts-71/images/KSC-95EC-0948.jpg	200	92477
sl01.chrysalis.org	807258684	GET	/shuttle/countdown/count70.gif	200	46573
dialup21.brussels.eunet.be	807258686	GET	/shuttle/technology/images/et_1-small.gif	304	0
dialup21.brussels.eunet.be	807258686	GET	/shuttle/technology/images/et-lox_1-small.gif	304	0
dialup21.brussels.eunet.be	807258686	GET	/shuttle/technology/images/et-intertank_1-small.gif	304	0
dialup21.brussels.eunet.be	807258690	GET	/images/shuttle-patch-logo.gif	304	0
gate-e.taisei.co.jp	807258695	GET	/	200	7280
204.96.24.4	807258695	GET	/images/shuttle-patch-small.gif	200	4179
dialup21.brussels.eunet.be	807258696	GET	/images/KSC-logosmall.gif	304	0
gate-e.taisei.co.jp	807258697	GET	/images/ksclogo-medium.gif	200	5866
gate-e.taisei.co.jp	807258698	GET	/images/NASA-logosmall.gif	200	786
gate-e.taisei.co.jp	807258698	GET	/images/MOSAIC-logosmall.gif	200	363
gate-e.taisei.co.jp	807258699	GET	/images/USA-logosmall.gif	200	234
gate-e.taisei.co.jp	807258702	GET	/images/WORLD-logosmall.gif	200	669
sl01.chrysalis.org	807258707	GET	/shuttle/countdown/liftoff.html	200	5220
van10275.direct.ca	807258712	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902
dialup21.brussels.eunet.be	807258712	GET	/shuttle/technology/sts-newsref/	200	16376
dialup21.brussels.eunet.be	807258714	GET	/icons/blank.xbm	304	0
dialup21.brussels.eunet.be	807258714	GET	/icons/menu.xbm	304	0
dialup21.brussels.eunet.be	807258714	GET	/icons/text.xbm	304	0
se.eorc.nasda.go.jp	807258715	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888
204.19.245.117	807258715	GET	/history/apollo/apollo-13/apollo-13.html	200	18556
204.96.24.4	807258726	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	73728
gate.kajima.co.jp	807258732	GET	/	200	7280
sl01.chrysalis.org	807258735	GET	/shuttle/countdown/count70.gif	200	46573
198.189.70.111	807258737	GET	/history/apollo/apollo-13/apollo-13-info.html	200	1583
198.189.70.111	807258752	GET	/history/apollo/apollo-13/images/	200	1851
gate.kajima.co.jp	807258752	GET	/images/ksclogo-medium.gif	200	5866
198.189.70.111	807258753	GET	/icons/menu.xbm	200	527
198.189.70.111	807258754	GET	/icons/image.xbm	200	509
198.189.70.111	807258754	GET	/icons/blank.xbm	200	509
gate.kajima.co.jp	807258755	GET	/images/NASA-logosmall.gif	200	786
204.96.24.4	807258756	GET	/shuttle/technology/images/sts_spec_6-small.gif	200	47145
gate.kajima.co.jp	807258757	GET	/images/MOSAIC-logosmall.gif	200	363
se.eorc.nasda.go.jp	807258761	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.jpg	200	25439
sl01.chrysalis.org	807258763	GET	/shuttle/countdown/count70.gif	200	46573
gate.kajima.co.jp	807258764	GET	/images/WORLD-logosmall.gif	200	669
gate.kajima.co.jp	807258766	GET	/images/USA-logosmall.gif	200	234
sl01.chrysalis.org	807258772	GET	/ksc.html	200	7280
204.19.245.117	807258777	GET	/history/apollo/apollo-13/apollo-13-info.html	200	1583
gate.kajima.co.jp	807258782	GET	/shuttle/countdown/	200	4324
sl01.chrysalis.org	807258784	GET	/images/ksclogo-medium.gif	200	5866
se.eorc.nasda.go.jp	807258789	GET	/shuttle/missions/sts-71/images/KSC-95EC-0907.gif	200	51939
198.189.70.111	807258796	GET	/history/apollo/apollo-13/movies/	200	945
198.189.70.111	807258798	GET	/icons/movie.xbm	200	530
gate.kajima.co.jp	807258799	GET	/images/KSC-logosmall.gif	200	1204
204.19.245.117	807258801	GET	/history/apollo/apollo-13/images/	200	1851
gate.kajima.co.jp	807258803	GET	/shuttle/countdown/count70.gif	200	46573
sl01.chrysalis.org	807258804	GET	/shuttle/countdown/	200	4324
van10275.direct.ca	807258805	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	200	55666
dialup21.brussels.eunet.be	807258807	GET	/shuttle/technology/sts-newsref/carriers.html	200	62921
se.eorc.nasda.go.jp	807258810	GET	/shuttle/missions/sts-71/images/KSC-95EC-0906.jpg	200	58414
204.96.24.4	807258826	GET	/shuttle/technology/images/mission_profile_2-small.gif	200	35540
se.eorc.nasda.go.jp	807258838	GET	/shuttle/missions/sts-67/images/images.html	200	4464
sl01.chrysalis.org	807258840	GET	/shuttle/countdown/count70.gif	200	46573
sl01.chrysalis.org	807258844	GET	/images/MOSAIC-logosmall.gif	200	363
sl01.chrysalis.org	807258846	GET	/images/USA-logosmall.gif	200	234
204.19.245.117	807258846	GET	/history/apollo/apollo-13/images/index.gif	200	99942
dialup21.brussels.eunet.be	807258848	GET	/shuttle/technology/sts-newsref/carriers.html	304	0
sl01.chrysalis.org	807258851	GET	/images/WORLD-logosmall.gif	200	669
info3.rus.uni-stuttgart.de	807258861	GET	/ksc.html	200	7280
bettong.client.uq.oz.au	807258864	GET	/news/sci.space.news/archive/sci-space-news-25-jan-1995-00.txt	200	242293
nevans.aom.bt.co.uk	807258869	GET	/shuttle/missions/missions.html	200	8677
nevans.aom.bt.co.uk	807258870	GET	/images/launchmedium.gif	200	11853
nevans.aom.bt.co.uk	807258872	GET	/images/NASA-logosmall.gif	304	0
nevans.aom.bt.co.uk	807258872	GET	/images/KSC-logosmall.gif	304	0
se.eorc.nasda.go.jp	807258882	GET	/shuttle/missions/sts-67/images/KSC-95EC-0388.jpg	200	286720
193.84.66.147	807258884	GET	/images/launchpalms.gif	200	149114
sl01.chrysalis.org	807258885	GET	/shuttle/countdown/video/livevideo2.gif	200	71319
nevans.aom.bt.co.uk	807258888	GET	/ksc.html	200	7280
nevans.aom.bt.co.uk	807258889	GET	/images/ksclogo-medium.gif	304	0
se.eorc.nasda.go.jp	807258898	GET	/shuttle/missions/sts-67/images/KSC-95EC-0395.jpg	200	147808
dialup21.brussels.eunet.be	807258899	GET	/shuttle/technology/sts-newsref/sts-av.html	200	117168
se.eorc.nasda.go.jp	807258914	GET	/shuttle/missions/sts-67/images/KSC-95EC-0397.jpg	200	114688
204.19.245.117	807258942	GET	/history/apollo/apollo-13/images/70HC517.GIF	200	140644
dialup21.brussels.eunet.be	807258950	GET	/shuttle/technology/sts-newsref/sts-av.html	304	0
204.19.245.117	807258959	GET	/history/apollo/apollo-13/sounds/	200	1157
204.96.24.4	807258962	GET	/shuttle/technology/images/launch_sites_8-small.gif	200	74267
van10275.direct.ca	807258962	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	200	28219
se.eorc.nasda.go.jp	807258968	GET	/shuttle/missions/sts-67/images/KSC-95EC-0384.jpg	200	214436
dialup21.brussels.eunet.be	807258972	GET	/shuttle/technology/sts-newsref/sts-acronyms.html	200	24568
www-a1.proxy.aol.com	807258973	GET	/shuttle/missions/sts-70/movies/sts-70-launch.mpg	200	717587
info3.rus.uni-stuttgart.de	807258983	GET	/images/WORLD-logosmall.gif	200	669
nevans.aom.bt.co.uk	807259012	GET	/shuttle/countdown/	200	4324
202.32.48.43	807259012	GET	/shuttle/missions/sts-66/mission-sts-66.html	200	174452
nevans.aom.bt.co.uk	807259014	GET	/images/NASA-logosmall.gif	304	0
nevans.aom.bt.co.uk	807259014	GET	/images/KSC-logosmall.gif	304	0
se.eorc.nasda.go.jp	807259015	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224
204.19.245.117	807259016	GET	/history/apollo/apollo-13/sounds/a13_002.wav	200	127045
nevans.aom.bt.co.uk	807259017	GET	/shuttle/countdown/count70.gif	200	46573
dialup21.brussels.eunet.be	807259018	GET	/shuttle/technology/sts-newsref/sts-acronyms.html	304	0
se.eorc.nasda.go.jp	807259025	GET	/shuttle/missions/sts-70/sts-70-day-06-highlights.html	200	6224
alyssa.prodigy.com	807259026	GET	/	200	7280
202.32.48.43	807259027	GET	/shuttle/missions/sts-66/sts-66-patch-small.gif	200	20271
alyssa.prodigy.com	807259036	GET	/images/ksclogo-medium.gif	200	5866
ix-pl1-08.ix.netcom.com	807259036	GET	/elv/elvpage.htm	304	0
202.32.48.43	807259037	GET	/images/KSC-logosmall.gif	200	1204
204.19.245.117	807259038	GET	/history/apollo/apollo-13/movies/	200	945
alyssa.prodigy.com	807259041	GET	/images/NASA-logosmall.gif	200	786
